1	1.000000
2	1.042532
3	1.060904
4	1.060136
5	1.077960
6	1.084280
7	1.087736
8	1.101711
9	1.111940
10	1.102421
11	1.125230
12	1.135514
13	1.129918
14	1.129326
15	1.169585
16	1.138336
17	1.138686
18	1.135914
19	1.168478
20	1.172477
21	1.142986
22	1.168913
23	1.170018
24	1.151956
25	1.172352
26	1.184282
27	1.184588
28	1.180776
29	1.193923
30	1.211903
31	1.220036
32	1.235242
33	1.168308
34	1.252189
35	1.207263
36	1.266491
37	1.206250
38	1.221640
39	1.247543
40	1.228164
41	1.290749
42	1.270435
43	1.241048
44	1.264118
45	1.234875
46	1.195556
47	1.322552
48	1.261780
49	1.246903
50	1.240628
51	1.267951
52	1.370563
53	1.308213
54	1.281787
55	1.302768
56	1.296137
57	1.300344
58	1.337298
59	1.307958
60	1.281385
61	1.296741
62	1.329372
63	1.288625
64	1.325022
65	1.290350
66	1.347305
67	1.377834
68	1.364557
69	1.335004
70	1.258664
71	1.374789
72	1.279966
73	1.352357
74	1.350628
75	1.313088
76	1.345669
77	1.272040
78	1.480235
79	1.332763
80	1.484219
81	1.501266
82	1.408027
83	1.574959
84	1.485404
85	1.483898
86	1.611296
87	1.483389
88	1.505912
89	1.534156
90	1.651332
91	1.518248
92	1.541284
93	1.919135
94	1.703279
95	1.870385
96	1.816890
97	1.955801
98	1.736089
99	1.854071
100	1.952307
101	2.006221
102	1.828076
103	2.122620
104	1.947571
105	2.073574
106	2.150822
107	2.119273
108	2.141296
109	2.250735
110	2.133425
111	2.357143
112	2.067914
113	2.251715
114	2.069108
115	2.406271
116	2.261682
117	2.180441
118	2.273713
119	2.236587
120	2.456837
121	2.245431
122	2.323604
123	2.199092
124	1.934701
125	2.467713
126	2.545224
127	2.273114
128	2.070802
129	2.222423
130	2.171698
131	2.442699
132	2.212317
133	1.930653
134	2.382336
135	1.856569
136	1.989504
137	2.121965
138	1.935412
139	1.912201
140	1.905726
141	1.930129
142	1.888259
143	2.013667
144	1.527564
145	2.063670
146	1.826186
147	1.750802
148	1.754897
149	1.723507
150	2.000000
151	1.867483
152	1.700496
153	1.546875
154	1.769353
155	1.853382
156	1.588660
157	1.594179
158	1.645107
159	1.536481
160	1.731462
161	1.916983
162	1.641708
163	1.565056
164	1.523582
165	1.548820
166	1.393115
167	1.301152
168	1.456931
169	1.376045
170	1.335467
171	1.450398
172	1.318080
173	1.486911
174	1.327381
175	1.294921
176	1.287432
177	1.319577
178	1.268835
179	1.330782
180	1.402808
181	1.447327
182	1.262955
183	1.319914
184	1.275330
185	1.284817
186	1.348813
187	1.273580
188	1.208189
189	1.220399
190	1.308186
191	1.338639
192	1.268403
193	1.293538
194	1.364496
195	1.346873
196	1.214127
197	1.179769
198	1.206951
199	1.163265
200	1.284535
201	1.254680
202	1.157117
203	1.298674
204	1.174809
205	1.255432
206	1.192130
207	1.304650
208	1.213097
209	1.180708
210	1.214033
211	1.137931
212	1.123675
213	1.065432
214	1.191439
215	1.129797
216	1.236534
217	1.134962
218	1.126469
219	1.142857
220	1.127885
221	1.186889
222	1.123404
223	1.113148
224	1.159826
225	1.118445
226	1.149027
227	1.122765
228	1.128672
229	1.194444
230	1.096324
231	1.179268
232	1.094833
233	1.130000
234	1.167657
235	1.137028
236	1.101145
237	1.120919
238	1.105994
239	1.113409
240	1.096894
241	1.104410
242	1.131970
243	1.109405
244	1.110127
245	1.096078
246	1.102868
247	1.127824
248	1.097266
249	1.165547
250	1.106106
251	1.107232
252	1.074074
253	1.157413
254	1.109964
255	1.090107
256	1.125313
257	1.106709
258	1.077168
259	1.083281
260	1.102804
261	1.084407
262	1.109148
263	1.062748
264	1.094278
265	1.083009
266	1.073744
267	1.099277
268	1.103345
269	1.137092
270	1.098750
271	1.108396
272	1.103685
273	1.073951
274	1.102367
275	1.110086
276	1.076331
277	1.117609
278	1.151515
279	1.103822
280	1.108043
281	1.099807
282	1.101894
283	1.094378
284	1.086428
285	1.095238
286	1.094072
287	1.088947
288	1.076227
289	1.081472
290	1.092497
291	1.073219
292	1.121595
293	1.100000
294	1.111473
295	1.083014
296	1.117843
297	1.086068
298	1.090084
299	1.117340
300	1.082034
301	1.094603
302	1.109912
303	1.099408
304	1.112792
305	1.072727
306	1.139410
307	1.131773
308	1.118622
309	1.115016
310	1.079640
311	1.123342
312	1.112352
313	1.098822
314	1.078165
315	1.083787
316	1.079730
317	1.101889
318	1.101131
319	1.121070
320	1.113195
321	1.066711
322	1.136986
323	1.113821
324	1.096838
325	1.092555
326	1.121110
327	1.076230
328	1.145833
329	1.118448
330	1.099217
331	1.209302
332	1.082524
333	1.105263
334	1.095563
335	1.064748
336	1.090849
337	1.129225
338	1.096033
339	1.086036
340	1.106201
341	1.126039
342	1.111259
343	1.102961
344	1.103723
345	1.113592
346	1.081921
347	1.094895
348	1.100616
349	1.103283
350	1.106354
351	1.109489
352	1.102429
353	1.102250
354	1.136735
355	1.105643
356	1.107214
357	1.100136
358	1.165082
359	1.100886
360	1.126359
361	1.097709
362	1.130701
363	1.124829
364	1.130020
365	1.138574
366	1.076561
367	1.120805
368	1.107753
369	1.133729
370	1.095517
371	1.108322
372	1.200137
373	1.139918
374	1.139274
375	1.119580
376	1.109344
377	1.123656
378	1.180186
379	1.125902
380	1.166552
381	1.130233
382	1.109331
383	1.106709
384	1.147573
385	1.100604
386	1.169926
387	1.103743
388	1.114611
389	1.123580
390	1.067613
391	1.130039
392	1.150431
393	1.105675
394	1.077128
395	1.117326
396	1.109127
397	1.169457
398	1.131016
399	1.191547
400	1.097010
401	1.115775
402	1.124408
403	1.102204
404	1.151023
405	1.122215
406	1.256987
407	1.117570
408	1.169388
409	1.139535
410	1.137281
411	1.139799
412	1.092669
413	1.142578
414	1.088966
415	1.128304
416	1.158140
417	1.157928
418	1.172943
419	1.126826
420	1.070487
421	1.078930
422	1.146765
423	1.127005
424	1.115204
425	1.067639
426	1.117111
427	1.128571
428	1.180240
429	1.093626
430	1.152648
431	1.153242
432	1.106397
433	1.091899
435	1.080906
436	1.098628
437	1.095612
438	1.163185
439	1.177515
440	1.103607
441	1.191518
442	1.064208
443	1.094983
444	1.223017
445	1.100394
446	1.197468
447	1.094805
448	1.065246
449	1.102651
450	1.081250
451	1.089683
452	1.115385
453	1.130693
454	1.068135
455	1.155660
456	1.128304
457	1.082166
458	1.086662
459	1.127892
460	1.152318
461	1.142671
462	1.071193
463	1.065942
464	1.073475
465	1.116117
466	1.060525
467	1.080974
468	1.068331
469	1.058437
470	1.119608
471	1.061917
472	1.142946
473	1.057857
474	1.070913
475	1.061657
476	1.048906
477	1.047265
478	1.066138
479	1.041379
480	1.061712
481	1.046367
482	1.076087
483	1.082304
484	1.070126
485	1.033113
486	1.066531
487	1.088860
488	1.108143
489	1.075990
490	1.058069
491	1.103271
492	1.070839
493	1.051061
494	1.083540
495	1.044674
496	1.049777
497	1.068762
498	1.094990
499	1.082338
500	1.068449
501	1.071856
502	1.077897
503	1.091093
504	1.059772
505	1.042936
506	1.078104
507	1.077683
508	1.049570
509	1.100255
510	1.047923
511	1.064639
512	1.032092
513	1.060721
514	1.062799
515	1.048185
516	1.085922
517	1.034770
518	1.057980
519	1.040924
520	1.036160
521	1.041838
522	1.040870
523	1.097841
524	1.092286
525	1.036941
526	1.041612
527	1.064729
528	1.078930
529	1.086097
530	1.034301
531	1.100814
532	1.047074
533	1.046574
534	1.076975
535	1.043276
536	1.054385
537	1.081646
538	1.043161
539	1.029392
540	1.104983
541	1.061367
542	1.044876
543	1.054720
544	1.042050
545	1.084145
546	1.053630
547	1.054839
548	1.058601
549	1.049576
550	1.058424
551	1.046925
552	1.040586
553	1.035354
554	1.076923
555	1.090395
556	1.015945
557	1.034194
558	1.040176
559	1.096886
560	1.061478
561	1.048208
562	1.036545
563	1.036145
564	1.026992
565	1.033175
566	1.037662
567	1.058784
568	1.033503
569	1.037673
570	1.045734
571	1.035908
572	1.079443
573	1.061560
574	1.024016
575	1.041087
576	1.022222
577	1.160256
578	1.060893
579	1.098757
580	1.035739
581	1.043420
582	1.034806
583	1.057884
584	1.041087
585	1.047455
586	1.054619
587	1.036569
588	1.034228
589	1.029472
590	1.010394
591	1.045265
592	1.011331
593	1.079376
594	1.033996
595	1.034623
596	1.034935
597	1.037749
598	1.052083
599	1.015647
600	1.024072
