1	1.000000
2	1.046124
3	1.058309
4	1.070813
5	1.073763
6	1.101124
7	1.073503
8	1.110808
9	1.123656
10	1.129503
11	1.145798
12	1.146982
13	1.146935
14	1.161913
15	1.166526
16	1.183725
17	1.196078
18	1.185833
19	1.215372
20	1.239709
21	1.204878
22	1.248823
23	1.271051
24	1.296677
25	1.253521
26	1.263943
27	1.278994
28	1.347760
29	1.381028
30	1.350278
31	1.373217
32	1.361305
33	1.414615
34	1.321207
35	1.490826
36	1.478462
37	1.412355
38	1.450274
39	1.504511
40	1.503067
41	1.387957
42	1.523552
43	1.487975
44	1.520270
45	1.514286
46	1.461890
47	1.503311
48	1.513178
49	1.566566
50	1.683271
51	1.495027
52	1.539706
53	1.544361
54	1.611193
55	1.607771
56	1.645693
57	1.770200
58	1.627246
59	1.670695
60	1.555477
61	1.693560
62	1.712828
63	1.613957
64	1.696495
65	1.615559
66	1.808045
67	1.763449
68	1.678838
69	1.837004
70	1.768072
71	1.757807
72	1.839363
73	1.879097
74	1.859688
75	1.865357
76	1.807580
77	1.833085
78	1.845865
79	1.927354
80	1.986070
81	1.875000
82	1.979016
83	2.173021
84	1.987313
85	2.026676
86	1.948661
87	2.061840
88	2.170732
89	2.466618
90	2.460850
91	2.465217
92	2.384786
93	2.453343
94	2.637545
95	2.585383
96	2.710207
97	2.623833
98	2.645980
99	2.752083
100	2.690171
101	2.903425
102	3.300000
103	3.136724
104	3.380803
105	3.191232
106	3.021053
107	2.993248
108	3.290323
109	3.258675
110	3.117945
111	3.305801
112	3.442866
113	3.252308
114	3.089824
115	3.112396
116	3.509610
117	3.662928
118	3.695199
119	3.697005
120	3.523933
121	3.816850
122	3.728018
123	3.457775
124	4.239286
125	4.027733
126	3.897884
127	3.461790
128	3.879781
129	3.644833
130	3.610632
131	3.866868
132	3.402622
133	3.354207
134	3.565924
135	3.616697
136	3.357143
137	3.762443
138	3.664444
139	3.402678
140	4.149182
141	3.448822
142	3.918800
143	3.334199
144	3.633121
145	3.554155
146	3.936741
147	3.551499
148	3.858411
149	3.797375
150	4.166916
151	3.342833
152	3.354755
153	3.339113
154	3.982012
155	3.284514
156	3.542319
157	3.140515
158	3.573236
159	3.455598
160	3.374766
161	3.784621
162	3.204598
163	3.290729
164	3.317231
165	3.279470
166	3.471542
167	2.924807
168	3.491711
169	3.393195
170	3.117100
171	3.666903
172	3.058069
173	2.942431
174	3.303578
175	3.450601
176	3.205669
177	3.302878
178	2.822353
179	3.233459
180	3.222486
181	3.173639
182	3.243382
183	3.128762
184	3.617874
185	3.358600
186	3.553388
187	3.247893
188	2.961630
189	3.066107
190	3.033181
191	3.407956
192	3.274908
193	3.224465
194	3.332031
195	3.087181
196	3.441733
197	3.479371
198	3.287309
199	3.637639
200	3.297840
201	3.291586
202	3.009874
203	3.277108
204	3.041928
205	3.119073
206	3.343163
207	3.250907
208	3.110810
209	3.358824
210	3.255141
211	3.315789
212	3.207902
213	3.216415
214	3.626875
215	3.647677
216	3.175134
217	3.631987
218	3.555281
219	3.476933
220	3.154086
221	3.792459
222	3.205143
223	3.371394
224	3.339788
225	3.357548
226	3.567276
227	3.541398
228	3.589367
229	3.491970
230	3.206908
231	3.309074
232	3.612903
233	3.300304
234	3.233288
235	3.747550
236	3.294139
237	3.405196
238	3.248528
239	3.289527
240	3.326254
241	3.568862
242	3.599115
243	3.520272
244	3.575975
245	3.547355
246	3.943928
247	3.298086
248	3.842089
249	3.875084
250	3.930254
251	3.656641
252	3.871482
253	3.732710
254	3.973904
255	3.303343
256	4.195002
257	3.571520
258	3.534767
259	3.847463
260	4.184625
261	3.921004
262	3.119977
263	3.649207
264	3.359746
265	3.566558
266	3.782479
267	3.265936
268	3.758416
269	3.012270
270	3.288156
271	4.065671
272	3.863115
273	4.537956
274	3.937801
275	4.466550
276	3.609305
277	3.932838
278	4.203375
279	4.047876
280	3.564856
